-2.759722642617754712e-02,3.003959235745599227e-02,4.169817105325541312e-02,2.866189043665538956e-03,1.780930443994799967e-02,1.065990002825751605e-02,7.051211910897670597e-03,-6.947026629974996891e-03,-3.341501393705122169e-02,-1.283187397600772488e-03
-1.430179974913802637e-02,-1.751592801530143378e-02,-3.423430935381195639e-02,-2.107294353515846638e-02,-1.725513554213470302e-02,-2.605830121174107852e-02,2.983096901642732883e-03,2.920355262291383230e-02,-8.184460743892868484e-03,2.397198980813059366e-03
-1.120653719356826811e-02,-1.983479287719772804e-02,1.795846957685193332e-03,-8.248020351771936237e-03,5.117905601923121439e-02,-9.043972634144355899e-03,2.031870221619621122e-02,1.074163952080399095e-02,1.427836878647121416e-02,7.144320259198923620e-03
1.473321082850013617e-03,1.585392811267503921e-02,1.220432978324174217e-02,1.161458941586013954e-02,1.988098692658126290e-02,3.118778026701459968e-02,-3.090881541696693935e-02,-1.308729990623966333e-02,4.979867246909935874e-03,2.505112415977158412e-03
2.902578158397733921e-02,1.142047040933891373e-02,1.117131438857827622e-03,2.380848178082150754e-02,3.879409100081051415e-02,1.250923493249841284e-02,-1.613802644015535637e-02,-3.307325092372046926e-03,-1.466688995884115471e-02,-7.222302554299842893e-03
-1.279336477705133278e-02,9.091180030131474493e-03,-1.937395140620174275e-02,-6.889356679859886395e-03,-1.582585399908895130e-02,-9.972986089982840714e-04,5.062938206416059059e-03,-7.977162256232631782e-03,5.310301559559481126e-03,-8.093069058666109775e-03
-1.537050674986393389e-02,-8.897666320648006666e-03,2.374533937200107650e-02,-1.081078637999081417e-02,5.106301760160378810e-04,3.783597483832073366e-02,-2.763706840685802978e-03,-1.415638070991536400e-02,2.559376515944108282e-02,2.508479409868443616e-02
8.721072661671764106e-03,-9.814693785416241795e-03,1.379722698044360749e-02,4.002415758003385893e-02,-1.229707203427844254e-03,8.971384498471015115e-03,3.165919222168717823e-02,-6.908113841775202942e-03,-1.469575343910966767e-02,-1.313617168449342752e-02
-1.301435800664824246e-03,3.242744462276645877e-03,2.734904886352110612e-02,-1.726101169434361704e-02,-2.172023285939839177e-02,-2.931741879118365118e-02,-2.535615738868015126e-02,2.022566042218515436e-02,3.118714453799929093e-02,2.026553657663249935e-02
5.245629430446453571e-03,1.761093985496632597e-02,-9.075403030274327432e-03,-3.109881965629162498e-02,-4.080207641461611884e-03,-8.383120780908616398e-03,-3.664533830048253855e-03,-5.470667363170584989e-03,-3.481423927817960118e-02,-1.449773305650291742e-02
5.349802143328118327e-03,-3.589976541901314377e-02,2.049403258369092776e-02,2.447553799701000787e-02,-9.351480750424878610e-04,-6.365590844240348600e-03,-5.177032116256963939e-03,1.633924763593224555e-02,-2.358789727365246530e-02,2.236890240266823510e-02
2.686804616233904285e-03,-1.070871541827700564e-02,1.830173122346208034e-02,-1.676858742998745683e-02,-1.757532220760786405e-03,-2.171509208174994543e-02,-7.024711067396467203e-03,-7.665837499067415647e-04,1.019988850872097404e-02,-3.698157486168425490e-02
-3.526500363526599569e-02,9.561364815378522661e-03,-1.882367748808741817e-02,1.299232505470838267e-02,2.482075422005449589e-02,8.354186034738314212e-03,7.344458921347564104e-03,1.274264429491320239e-02,-1.500122223503006641e-02,-3.307654774932413961e-03
2.400207442949081615e-02,-8.567776706494775046e-03,-2.855642683491685721e-02,7.343044001084624538e-03,-1.785769556235690392e-02,-7.138353622464407335e-03,-3.040861329091719412e-02,6.919393116785195854e-05,-5.421542296378501283e-03,9.271361401832421386e-05
1.290656755960748782e-02,1.472428558400057375e-02,-2.156542788636301583e-02,2.608009155301664259e-02,2.101303573581285097e-02,-2.767852610735014544e-03,1.101897091218538918e-02,-4.132911237692203990e-03,-3.617370855652036164e-03,-1.066385954444361815e-02
1.469598771875487049e-02,5.910694272255924593e-03,5.458644892097043282e-03,6.570528349122198991e-03,2.009986381367618105e-02,2.722712688476719781e-02,-3.038066628515972284e-02,2.093192796290561063e-03,-2.469909694184847793e-02,2.608259477224294728e-02
-9.306009636087242409e-03,-2.967416919967767047e-02,-2.773422712085293895e-02,-1.912073800899513837e-03,3.319506644308985784e-03,2.103093060226727054e-02,-2.585316041494472791e-02,-2.992483734450028521e-02,-2.335742046962211924e-02,-1.106902175275285144e-02
2.568602818383961851e-03,6.957063817355260173e-03,2.354965252998608358e-02,-1.342224010355568681e-02,-1.825545522940753840e-02,-1.849175679366964892e-02,-1.123273211021450120e-02,-1.683821873274785053e-02,3.097743574023632818e-02,-6.792087011422995833e-03
2.824647064806419527e-02,2.090780832554987173e-02,1.658645310605228254e-02,-1.420542131570246003e-02,4.100875805629263307e-03,1.046837666446708524e-02,-1.445554967263764333e-02,6.770565257296375268e-03,-5.030244988105996885e-03,1.032090990704846376e-02
8.959541210894320139e-04,-1.325012134321675548e-02,1.653527157481976886e-02,2.564024917939713641e-02,-1.221717144052844595e-02,9.035792244646612820e-03,-1.713438385495279909e-02,-1.794798933442935326e-02,-1.132144086215602745e-02,-8.324852341146255765e-04
-2.669277093934610198e-02,2.515929300975506318e-03,-7.997333313541748687e-03,-2.889345332387220286e-02,1.402086022571617449e-02,9.745089292133820788e-03,6.200268367673049440e-04,2.753546578852570856e-03,8.978078579048857921e-03,-2.852980838680261449e-02
-1.164658775877827537e-03,1.774704224003737646e-02,-3.383732270216816777e-03,-1.161713158328784787e-02,2.333679740761175972e-02,9.087734952143428427e-03,-3.080873532315333077e-02,-9.590669619823972980e-03,7.465123933141117919e-03,1.143374960255180012e-02
-1.832210978306640994e-02,1.992630213899788082e-03,2.773441523450241239e-02,2.555242118568968462e-02,1.778226135255412191e-02,4.002882244776176032e-03,-5.391508719025022399e-03,1.416099972668298686e-02,1.872313029508530444e-02,1.430370721010818316e-02
-1.181654453308976591e-03,1.401533219057457536e-02,-1.426664754940503571e-02,1.321345589973297110e-02,-3.438489585443959239e-03,-2.162348346271229446e-02,4.565368715106483781e-03,1.408728783034712134e-02,-1.250428486530823051e-02,-1.565077065448247998e-02
-8.071152576205938706e-03,-1.813474585585179988e-02,-2.472223604723905021e-03,1.878902277648162103e-02,-7.017020555193148081e-03,-1.660939517042264377e-02,-8.551220000415613726e-03,-1.288165421247190225e-02,2.124669302533736814e-02,-9.981043113011270687e-03
-1.043724544000542527e-03,9.122118818690273800e-03,1.362328094331588177e-02,1.639255108286133758e-02,-4.308176712848902669e-03,-1.337084252950733292e-02,4.650460277652807353e-03,-1.521578416014288115e-02,1.423494307179090645e-02,1.443664105677988467e-02
-2.684494921490066313e-02,-5.148504432453309201e-03,9.772434886320142261e-03,-3.539431913153587902e-03,3.999041458472258476e-02,3.733462522764249836e-02,-1.727512651931866275e-02,-1.056629229860442214e-02,-1.770296609086316475e-02,8.931470328592209379e-03
-7.844478340033936986e-03,-1.480595877972974532e-02,2.301248815712753429e-02,8.084388683894685318e-03,1.292387126367423693e-02,1.775258732715906049e-02,1.140480677662296036e-02,9.115640216447486177e-03,-6.853174709466001643e-03,-6.396096216735449452e-03
3.544521608803404521e-03,-5.386391260197743482e-03,1.648574635337659959e-03,3.586699754936981469e-03,2.802521646653006321e-02,2.588767183603725777e-02,1.888918423279615849e-03,3.703347000701689984e-02,1.240111628715409413e-02,1.592989347815121706e-02
-1.503363082701693852e-02,-1.219199330023573594e-03,4.184594644615359169e-03,-1.778627030125382730e-02,-8.216561995943533203e-03,-1.278367403152235252e-02,2.237724826538926154e-02,-8.418848866048374985e-03,-3.137364936775313695e-02,-8.529935322113562160e-03
2.206303532774580092e-02,-2.526388556679381656e-02,-1.594618716871957706e-02,4.559507499704889416e-03,-1.949029329863911919e-02,-9.396188864696935344e-03,-1.411887444422212697e-03,1.072702908582949186e-02,-1.336473101256374814e-02,-9.279216340080189557e-03
-3.183730352090165250e-02,3.536471883053104309e-02,-2.498937204679799271e-04,3.429657142191034898e-04,2.530948928620098404e-02,-1.978159064600064181e-03,3.116340141061678046e-02,1.290438903172149050e-02,2.070054840915359212e-02,-8.019694000629103495e-03
-8.470459897500573487e-03,2.017480626302918523e-02,-3.071482597861649108e-02,-2.825686410829053932e-02,7.974741764308106856e-03,-1.082214146380291661e-02,-2.048477111783364446e-02,-4.071388589593184608e-03,2.796785394478418577e-02,-2.003156556859278601e-03
1.812891580293003041e-02,4.533240634028599600e-03,1.996631900498114370e-02,6.602884085362956124e-03,2.332591038461146599e-02,1.202819597059455632e-03,1.978289545003629295e-03,1.499041950239865875e-02,-2.334300524534755564e-03,2.016055651389558195e-02
5.796433307962697151e-03,-2.376482822719137161e-02,1.565556624874296296e-02,-1.480307652639360934e-02,4.212610363856108750e-03,3.150357174389218501e-02,-9.150513440467470533e-03,-1.433162849008660748e-02,8.969022155626824901e-04,-4.925323880908391051e-03
-2.444590487764388559e-02,2.282062304471789774e-02,-2.793185092146630369e-02,-1.261957529458412018e-02,-4.072263964060187161e-03,1.371177039422235254e-02,5.613511914240052435e-03,1.959306437785203470e-02,1.078122919395802654e-02,2.375919331741134337e-03
4.575980321109822217e-03,1.136036086592337804e-02,2.648940094233414450e-02,3.312749626334171582e-02,-2.160336453678296000e-03,1.273232794444072863e-02,-1.877119081757930297e-02,1.684360042085259260e-02,-1.581949841636940551e-02,-3.673810534356754948e-02
6.464643731074324294e-03,2.320408923827660570e-03,7.930872467893632094e-03,3.385871693709263663e-02,4.827318211703611819e-03,-2.130141063327539372e-02,1.657405583144738043e-02,-2.927918411128301382e-03,-4.919262732602512622e-02,3.499166509561169730e-02
-8.151751670795915825e-03,2.429283219742671071e-02,1.887472110955637494e-02,-4.190602613089391623e-03,1.146615188593002113e-02,-3.135025354958401178e-02,1.349267286934356484e-02,4.731326858282178249e-02,6.891627621369493181e-03,3.979439546954495130e-03
-3.940189565804957245e-02,1.392866385877534856e-02,3.377495547461471662e-04,-2.006318338033387730e-02,-3.110747339799796451e-02,3.287170178624360378e-03,-5.507076178452053120e-03,-2.355256821487517263e-02,-3.160237753845587805e-02,2.489093267327616849e-02
2.211446184787963301e-02,-2.452673570983742585e-02,2.538327711537791478e-02,-8.688506264808980653e-03,-4.940864937220361755e-03,-2.817305620850923172e-03,3.687439176380936934e-02,8.908488454236824367e-03,-2.177972654493924142e-03,1.351882410342678843e-02
-2.005466245641408102e-02,-3.575978895317016154e-02,-6.142999677722834348e-04,-1.195602328704176327e-02,-9.671367605833734683e-04,-1.788161811102536019e-04,5.751285657303628618e-02,-2.655141679070006921e-02,-3.463639399435588379e-02,-4.860638326411627352e-02
9.844471400892902679e-03,-7.771869219996125309e-03,-4.340073340092506782e-02,-1.297653235728583182e-02,-2.268994080676529912e-02,-1.357896814160427026e-02,-1.524727100269156373e-02,-2.221744226445640166e-02,2.172678317434487485e-02,-6.340900674404332735e-03
2.073961029831870168e-02,-1.891649628127264546e-02,-1.145489219148348309e-02,6.992824706623239003e-03,4.373134230078311313e-02,-1.940452839093856005e-02,-4.097719012944294609e-03,-1.798363450883680437e-02,1.549494909881555952e-03,-9.932310788770215559e-03
1.183162872440859763e-02,-4.194335676608044322e-02,-1.946832277399581073e-03,5.080072655589290900e-03,-2.651398796257375956e-02,4.578789718462860162e-03,2.451236884184433869e-03,1.521140143399142379e-02,-2.695358078959825959e-02,-1.539996349866810596e-02
3.970763243743572401e-04,2.221974861721004706e-03,2.674768117336723608e-02,1.849527577301695452e-02,7.265611728880019002e-05,-7.162725304477259372e-03,-7.186177664410057543e-03,8.895868192511797654e-03,3.041573585044693440e-02,-4.853903648903078183e-02
-2.769903978474346981e-02,-3.287388453065209944e-03,-9.187421861720654337e-03,1.767091853078070571e-03,3.584982266558587281e-03,-1.479930120349955483e-02,2.143778278612511190e-02,-1.189856118460213760e-02,4.832342260346580119e-03,9.789452850338399223e-03
2.220705760059697373e-02,3.362454136673887622e-02,-1.558361733171078180e-03,1.699403175851399569e-03,-3.008678862082346181e-02,2.105742389628215486e-02,-1.391344409319366336e-02,1.989187037718646162e-02,-2.395884952409051138e-02,3.447471182659266747e-02
1.559730983744590620e-02,-1.065771734488156833e-02,2.663148517518163991e-02,-2.366763447957943769e-03,-9.022489811648869498e-03,-3.807104435116339617e-03,-2.188671829149319015e-02,-3.068949084558699261e-02,1.539687885894867707e-02,4.697183544303597594e-03
1.349457127300118450e-02,1.161519149861861165e-03,-9.539815027438756229e-03,-1.593372467741795834e-03,7.395877408651871376e-03,-3.111787366386109185e-02,-5.763171764888433066e-03,8.510110920489987602e-03,-8.199585598223117430e-03,1.459120992347427920e-03
-2.153009949819311569e-02,-7.295225782401984146e-03,2.694651542941010544e-02,-1.358240908679732122e-02,4.692892004330727340e-03,3.110677792639805414e-03,1.691094285585923937e-02,2.228131743093421813e-03,-4.792385429374637542e-04,-8.936055986576089960e-03
-1.173826809978527862e-02,-1.788966609833932825e-02,-6.111224407101940002e-03,-2.371512823872305373e-02,-1.624224894136661393e-02,-2.806559480381106905e-02,2.611539961864087558e-02,3.371034898478624670e-02,2.705236318418925527e-03,1.629074689051930244e-02
-4.796036011163832928e-03,-3.559185733192892637e-02,2.674287395647336092e-03,2.993000583113569063e-02,7.327461493159038303e-03,-8.945914910769091344e-03,2.570832196520861021e-02,-6.660200037253935848e-03,3.738160041036465812e-03,2.079460205744669121e-03
